frame,definition,example,frame_word,def_len
f:Body_movement,"Words for motions or actions an <em>Agent</em> performs using some part of his/her body. A number of words with this definition occur as blends with Communication, in which the action has an <em>Addressee</em>.","The boy <span id='phrase_example'>swung</span> his legs  from under the table .
She <span id='phrase_example'>nodded</span> to him to sit down.
Pat <span id='phrase_example'>nodded</span>  at Kim .
",TRUE,612
f:Individual_history,"This scenario describes a series of Events, associated a single Participant, i.e., the history of the Participant. The Events do not necessarily form a coherent whole (e.g., are not necessarily causally related), but merely occupy a period of time. In many cases the history is limited to what are considered the important or significant events. Words with this definition can also denote the time period over which the sequence of Events took place. ","Our areas of strength are  British, American and European  <span id='phrase_example'> History </span>  from 1492   to 2000 .
The following sections document the entire  25-year  <span id='phrase_example'> history </span>  of the company .
We've been worried about  our recent hire's  <span id='phrase_example'> history </span>  of deceiving employers .
",TRUE,595
f:Part_inner_outer,"<em>Part</em>s of objects that are defined relative to the center or edge of the object.  The <em>Part</em> is a part of the <em>Whole</em> and the <em>Part Prop</em> describes a property of the <em>Part</em>...  In cases where the <t>Target</t> is an adjective, it has a special relationship with the noun that it modifies such that a phrase which is a syntactic argument of the noun is semantically available to fill the argument structure of the adjective, as in ‘the <t>outside</t> <em>row</em> <em>of the class</em>’","The <span id='phrase_example'>inner</span>  shelf   of the bookcase  was lying on the floor.
 She preferred a sparse  church  <span id='phrase_example'> interior </span> . 
She discarded the <span id='phrase_example'> exterior </span>  of the walnut 
",TRUE,580
f:Type,"Nouns denoting types of entities. The <em>Subtype</em> refers to a collection of members of a more general <em>Category</em> which have certain defining characteristics; alternatively, the <em>Subtype</em> refers only to the type itself, i.e. a more restrictive set of characteristics than those of the more general <em>Category</em>.  The properties of the items that are included in the collection may be specified by the <em>Item Property</em>.  Sometimes the <em>Subtype</em>s themselves are described by some <em>Type Property</em>. ","I think that she was referring to the other <span id='phrase_example'> type </span>.   
He argued against the  formalist  <span id='phrase_example'> type </span>  of analysis of art .
Kleo isn't  our  <span id='phrase_example'> sort </span>  of people .
I don't like this  newfangled  <span id='phrase_example'> kind </span>  of  fish .
",TRUE,578
f:Judgment_communication,"A <em>Communicator</em> communicates a judgment of an <em>Evaluee</em> to an <em>Addressee</em>.  The judgment may be positive (e.g. praise) or negative (e.g. criticize), and this is indicated by the semantic types Positive and Negative attached to the lexical units.  Does not contain words where <em>Evaluee</em> and the <em>Addressee</em> are necessarily the same . It involves the communication of an evaluation, rather than merely forming and holding a particular evaluation."," Gaston <span id='phrase_example'>denounced</span> him  to the committee .
 I <span id='phrase_example'>commended</span> his handling of the crisis .
",TRUE,576
f:Exchange,"Two parties, the <em>Exchangers</em>, each give and receive from the other <em>Themes</em>. The parties are also construable separately as <em>Exchanger 1</em> and <em>Exchanger 2</em>,  in which case the <em>Themes</em> may be construed separately, too, as <em>Theme 1</em> and <em>Theme 2</em>."," 
We <span id='phrase_example'>exchanged</span>  addresses  and he told us that next year when we are in Aruba we will visit with his family there. 
Then  the teams  <span id='phrase_example'>swapped</span>  their draftees .
 They <span id='phrase_example'>swapped</span> the island  with the Neapolitan government of the day  for the much smaller Capri .
",TRUE,568
f:Dimension,"Words that express an <em>Object</em>'s position on a scale, its <em>Measurement</em>, with respect to some attribute, its <em>Dimension</em>.  <em>Location</em>,  identifying the sub-region of the <em>Object</em> where the <em>Dimension</em> is measured, may also be expressed. Adjectives must appear with a measurement expression like 5 cm.Note the tagging of  six feet on the GF and PT layers in the following sentence.The GF of six feet is Dep and the PT is NP."," The woman  was  six feet  <span id='phrase_example'>tall</span>.
 The  new vase  is  5 cm  in <span id='phrase_example'>circumference</span>  at the top .
 The tower  is  10 feet  <span id='phrase_example'>tall</span>.
",TRUE,564
f:Placing,"Generally without overall (translational) motion,  an <em>Agent</em> places a <em>Theme</em> at a location, the <em>Goal</em>, which is profiled.  The <em>Theme</em> is under the control of the <em>Agent</em>/<em>Cause</em> at the time of its arrival at the <em>Goal</em>. It focuses on the <em>Theme</em> rather than the effect on the <em>Goal</em> entity.  It differs from Removing in focusing on the <em>Goal</em> rather than the <em>Source</em> of motion for the <em>Theme</em>."," David <span id='phrase_example'>placed</span> his briefcase  on the floor .
",TRUE,561
f:Scrutiny,"A <em>Cognizer</em> (a person or other intelligent being) paying close attention to something, the <em>Ground</em>, in order to discover and note its salient characteristics.  The <em>Cognizer</em> may be interested in a particular characteristic or entity, the <em>Phenomenon</em>, that belongs to the <em>Ground</em> or is contained in the <em>Ground</em> (or to ensure that such a property of entity is not present). Some words allow alternate expressions of the <em>Ground</em>and the <em>Phenomenon</em>:","We <span id='phrase_example'>searched</span>  the yard    for my contact lens .
",TRUE,559
f:Biological_urge,"An <em>Experiencer</em> is in a <em>State</em> where a biological urge is signaling the need to perform a certain action such as eating, drinking, stopping exertion, sleeping, regurgitating, or having sex.The <em>Duration</em>, <em>Time</em>, <em>Place</em>, or <em>Degree</em> of intensity associated with the occurrence of the urge may also be indicated.  The <em>Experiencer</em> does not necessarily want to perform the action that would fulfill the urge, and there is no specific focus associated with the urge. "," Sam was<span id='phrase_example'>thirsty</span> after dinner .
 Mike feels<span id='phrase_example'>hungry</span>.
",TRUE,546
f:Source_of_getting,"A <em>Goal</em> has a <em>Source</em> from which it has gotten a <em>Theme</em>.The <em>Goal</em> may be a sentient recipient who has actively obtained the <em>Theme</em> but it may also  be a non-sentient entity that gets the <em>Theme</em> as a result of natural or other processes that it does not control.  Covers metaphorical uses those cases where a person has obtained <b>information</b> from another person or a textual source, which they typically intend to disseminate further."," Crews was held in contempt and ordered to jail after refusing to reveal  his   <span id='phrase_example'>source</span>   for the claim that Big Basket Weaving is circumventing import tariffs on reed.  
 
This is not true according to  our   <span id='phrase_example'>source</span> .   
 The state  remains the dominant <span id='phrase_example'>source</span>  of research funding .    
Pakistan informed IAEA and US officials investigating the network that  North Korea  was the <span id='phrase_example'>source</span>  of the uranium shipment    .
 she is my friend...not to mention  my  <span id='phrase_example'>source</span>  for French madeleines !
",TRUE,543
f:Risky_situation,"A particular <em>Situation</em> is likely (or unlikely) to result in a harmful event befalling an <em>Asset</em>. The <em>Situation</em> may be a state, an activity, or some focal entity that must be inferred to be part of some larger Situation involving both it and the <em>Asset</em>.","The primary <span id='phrase_example'>risk</span> is  to our infrastructure .
Customers can make complaints about <span id='phrase_example'>unsafe</span>  products .
Is climate change <span id='phrase_example'>dangerous</span> for mankind ?
",TRUE,535
f:Experiencer_focus,"An <em>Experiencer</em>'s emotions with respect to some <em>Content</em>. A <em>Reason</em> for the emotion may also be expressed.  Although the <em>Content</em> may refer to an actual, current state of affairs, quite often it refers to a general situation which causes the emotion.  With certain verbs, the <em>Circumstances</em> can be expressed in a finite clausal or wh- complement which may optionally be preceded by a Null NP Object: Note: This is not how it is currently tagged."," I <span id='phrase_example'>hate</span> it  when you do that .
 Smoking <ment>gives</ment>  me   extreme  <span id='phrase_example'>pleasure</span>.
 Sergio derives great <span id='phrase_example'>pleasure</span> from  smoking .
 Smithers takes great <span id='phrase_example'>pleasure</span> in collecting matchboxes .
 My <span id='phrase_example'>enjoyment</span> of the movie  was considerably impaired by the seven-foot guy sitting in front of me. 
",TRUE,528
